name,year,fall,mass,reclat,reclong
Miller Range 090359,2009.0,Found,1.6,0.0,0.0
Miller Range 090360,2009.0,Found,2.4,0.0,0.0
Miller Range 090361,2009.0,Found,7.4,0.0,0.0
Miller Range 090362,2009.0,Found,2.7,0.0,0.0
Miller Range 090363,2009.0,Found,2.4,0.0,0.0
Miller Range 090364,2009.0,Found,6.6,0.0,0.0
Miller Range 090365,2009.0,Found,3.1,0.0,0.0
Miller Range 090366,2009.0,Found,2.7,0.0,0.0
Miller Range 090367,2009.0,Found,9.0,0.0,0.0
Miller Range 090368,2009.0,Found,6.1,0.0,0.0
Miller Range 090369,2009.0,Found,1.3,0.0,0.0
Miller Range 090370,2009.0,Found,0.7,0.0,0.0
Miller Range 090371,2009.0,Found,0.9,0.0,0.0
Miller Range 090372,2009.0,Found,0.9,0.0,0.0
Miller Range 090373,2009.0,Found,0.9,0.0,0.0
Miller Range 090374,2009.0,Found,1.1,0.0,0.0
Miller Range 090375,2009.0,Found,1.0,0.0,0.0
Miller Range 090376,2009.0,Found,1.8,0.0,0.0
Miller Range 090377,2009.0,Found,4.8,0.0,0.0
Miller Range 090378,2009.0,Found,1.7,0.0,0.0
Miller Range 090379,2009.0,Found,2.1,0.0,0.0
Miller Range 090380,2009.0,Found,1.2,0.0,0.0
Miller Range 090381,2009.0,Found,4.0,0.0,0.0
Miller Range 090382,2009.0,Found,1.3,0.0,0.0
Miller Range 090383,2009.0,Found,1.8,0.0,0.0
Miller Range 090384,2009.0,Found,2.9,0.0,0.0
Miller Range 090385,2009.0,Found,3.8,0.0,0.0
Miller Range 090386,2009.0,Found,4.3,0.0,0.0
Miller Range 090387,2009.0,Found,1.5,0.0,0.0
Miller Range 090388,2009.0,Found,1.8,0.0,0.0
Miller Range 090389,2009.0,Found,2.9,0.0,0.0
Miller Range 090390,2009.0,Found,18.6,0.0,0.0
Miller Range 090391,2009.0,Found,11.2,0.0,0.0
Miller Range 090392,2009.0,Found,8.3,0.0,0.0
Miller Range 090393,2009.0,Found,1.2,0.0,0.0
Miller Range 090394,2009.0,Found,0.8,0.0,0.0
Miller Range 090395,2009.0,Found,2.3,0.0,0.0
Miller Range 090396,2009.0,Found,1.7,0.0,0.0
Miller Range 090397,2009.0,Found,0.6,0.0,0.0
Miller Range 090398,2009.0,Found,1.6,0.0,0.0
Miller Range 090399,2009.0,Found,1.0,0.0,0.0
Miller Range 090400,2009.0,Found,57.5,0.0,0.0
Miller Range 090401,2009.0,Found,92.3,0.0,0.0
Miller Range 090402,2009.0,Found,85.3,0.0,0.0
Miller Range 090403,2009.0,Found,68.8,0.0,0.0
Miller Range 090404,2009.0,Found,98.0,0.0,0.0
Miller Range 090405,2009.0,Found,58.8,0.0,0.0
Miller Range 090407,2009.0,Found,52.0,0.0,0.0
Miller Range 090408,2009.0,Found,31.8,0.0,0.0
Miller Range 090409,2009.0,Found,50.5,0.0,0.0
Miller Range 090410,2009.0,Found,43.1,0.0,0.0
Miller Range 090411,2009.0,Found,67.6,0.0,0.0
Miller Range 090412,2009.0,Found,33.3,0.0,0.0
Miller Range 090413,2009.0,Found,55.0,0.0,0.0
Miller Range 090414,2009.0,Found,79.9,0.0,0.0
Miller Range 090415,2009.0,Found,58.4,0.0,0.0
Miller Range 090416,2009.0,Found,35.9,0.0,0.0
Miller Range 090417,2009.0,Found,8.6,0.0,0.0
Miller Range 090418,2009.0,Found,6.0,0.0,0.0
Miller Range 090419,2009.0,Found,29.4,0.0,0.0
Miller Range 090420,2009.0,Found,0.9,0.0,0.0
Miller Range 090421,2009.0,Found,1.3,0.0,0.0
Miller Range 090422,2009.0,Found,0.4,0.0,0.0
Miller Range 090423,2009.0,Found,1.5,0.0,0.0
Miller Range 090424,2009.0,Found,1.9,0.0,0.0
Miller Range 090425,2009.0,Found,0.9,0.0,0.0
Miller Range 090426,2009.0,Found,1.6,0.0,0.0
Miller Range 090427,2009.0,Found,2.2,0.0,0.0
Miller Range 090428,2009.0,Found,2.0,0.0,0.0
Miller Range 090429,2009.0,Found,1.7,0.0,0.0
Miller Range 090430,2009.0,Found,10.9,0.0,0.0
Miller Range 090431,2009.0,Found,1.3,0.0,0.0
Miller Range 090432,2009.0,Found,3.9,0.0,0.0
Miller Range 090433,2009.0,Found,5.6,0.0,0.0
Miller Range 090434,2009.0,Found,4.1,0.0,0.0
Miller Range 090435,2009.0,Found,7.7,0.0,0.0
Miller Range 090436,2009.0,Found,3.2,0.0,0.0
Miller Range 090437,2009.0,Found,4.3,0.0,0.0
Miller Range 090438,2009.0,Found,7.4,0.0,0.0
Miller Range 090439,2009.0,Found,2.5,0.0,0.0
Miller Range 090440,2009.0,Found,0.9,0.0,0.0
Miller Range 090441,2009.0,Found,15.3,0.0,0.0
Miller Range 090442,2009.0,Found,21.1,0.0,0.0
Miller Range 090443,2009.0,Found,7.9,0.0,0.0
Miller Range 090444,2009.0,Found,1.1,0.0,0.0
Miller Range 090445,2009.0,Found,1.1,0.0,0.0
Miller Range 090446,2009.0,Found,8.6,0.0,0.0
Miller Range 090447,2009.0,Found,19.6,0.0,0.0
Miller Range 090448,2009.0,Found,5.2,0.0,0.0
Miller Range 090449,2009.0,Found,25.3,0.0,0.0
Miller Range 090450,2009.0,Found,98.6,0.0,0.0
Miller Range 090451,2009.0,Found,38.7,0.0,0.0
Miller Range 090452,2009.0,Found,46.1,0.0,0.0
Miller Range 090453,2009.0,Found,33.9,0.0,0.0
Miller Range 090454,2009.0,Found,43.0,0.0,0.0
Miller Range 090455,2009.0,Found,82.4,0.0,0.0
Miller Range 090456,2009.0,Found,38.9,0.0,0.0
Miller Range 090457,2009.0,Found,32.6,0.0,0.0
Miller Range 090458,2009.0,Found,81.0,0.0,0.0
Miller Range 090459,2009.0,Found,30.6,0.0,0.0
Miller Range 090460,2009.0,Found,25.7,0.0,0.0
Miller Range 090461,2009.0,Found,14.0,0.0,0.0
Miller Range 090462,2009.0,Found,9.1,0.0,0.0
Miller Range 090463,2009.0,Found,26.7,0.0,0.0
Miller Range 090464,2009.0,Found,25.6,0.0,0.0
Miller Range 090465,2009.0,Found,8.8,0.0,0.0
Miller Range 090466,2009.0,Found,14.3,0.0,0.0
Miller Range 090467,2009.0,Found,10.1,0.0,0.0
Miller Range 090468,2009.0,Found,13.6,0.0,0.0
Miller Range 090469,2009.0,Found,7.3,0.0,0.0
Miller Range 090470,2009.0,Found,21.3,0.0,0.0
Miller Range 090471,2009.0,Found,14.1,0.0,0.0
Miller Range 090472,2009.0,Found,25.4,0.0,0.0
Miller Range 090473,2009.0,Found,31.4,0.0,0.0
Miller Range 090474,2009.0,Found,20.0,0.0,0.0
Miller Range 090475,2009.0,Found,20.0,0.0,0.0
Miller Range 090476,2009.0,Found,25.9,0.0,0.0
Miller Range 090477,2009.0,Found,25.1,0.0,0.0
Miller Range 090478,2009.0,Found,0.0,0.0,0.0
Miller Range 090479,2009.0,Found,9.2,0.0,0.0
Miller Range 090480,2009.0,Found,65.4,0.0,0.0
Miller Range 090481,2009.0,Found,2.0,0.0,0.0
Miller Range 090482,2009.0,Found,3.4,0.0,0.0
Miller Range 090483,2009.0,Found,15.9,0.0,0.0
Miller Range 090484,2009.0,Found,15.9,0.0,0.0
Miller Range 090485,2009.0,Found,4.6,0.0,0.0
Miller Range 090486,2009.0,Found,5.9,0.0,0.0
Miller Range 090487,2009.0,Found,2.1,0.0,0.0
Miller Range 090488,2009.0,Found,2.1,0.0,0.0
Miller Range 090489,2009.0,Found,1.0,0.0,0.0
Miller Range 090490,2009.0,Found,1.6,0.0,0.0
Miller Range 090491,2009.0,Found,1.9,0.0,0.0
Miller Range 090492,2009.0,Found,2.1,0.0,0.0
Miller Range 090493,2009.0,Found,3.0,0.0,0.0
Miller Range 090494,2009.0,Found,1.9,0.0,0.0
Miller Range 090495,2009.0,Found,1.0,0.0,0.0
Miller Range 090496,2009.0,Found,1.3,0.0,0.0
Miller Range 090497,2009.0,Found,0.6,0.0,0.0
Miller Range 090498,2009.0,Found,0.7,0.0,0.0
Miller Range 090499,2009.0,Found,2.1,0.0,0.0
Miller Range 090500,2009.0,Found,0.8,0.0,0.0
Miller Range 090501,2009.0,Found,3.2,0.0,0.0
Miller Range 090502,2009.0,Found,3.1,0.0,0.0
Miller Range 090503,2009.0,Found,0.6,0.0,0.0
Miller Range 090504,2009.0,Found,1.5,0.0,0.0
Miller Range 090505,2009.0,Found,9.2,0.0,0.0
Miller Range 090506,2009.0,Found,3.2,0.0,0.0
Miller Range 090507,2009.0,Found,2.5,0.0,0.0
Miller Range 090508,2009.0,Found,1.6,0.0,0.0
Miller Range 090509,2009.0,Found,0.9,0.0,0.0
Miller Range 090510,2009.0,Found,0.6,0.0,0.0
Miller Range 090511,2009.0,Found,0.5,0.0,0.0
Miller Range 090512,2009.0,Found,0.7,0.0,0.0
Miller Range 090513,2009.0,Found,1.2,0.0,0.0
Miller Range 090514,2009.0,Found,0.9,0.0,0.0
Miller Range 090515,2009.0,Found,1.4,0.0,0.0
Miller Range 090516,2009.0,Found,0.6,0.0,0.0
Miller Range 090517,2009.0,Found,3.9,0.0,0.0
Miller Range 090518,2009.0,Found,0.9,0.0,0.0
Miller Range 090519,2009.0,Found,2.3,0.0,0.0
Miller Range 090520,2009.0,Found,1.8,0.0,0.0
Miller Range 090521,2009.0,Found,2.7,0.0,0.0
Miller Range 090522,2009.0,Found,0.3,0.0,0.0
Miller Range 090523,2009.0,Found,3.0,0.0,0.0
Miller Range 090524,2009.0,Found,2.8,0.0,0.0
Miller Range 090525,2009.0,Found,1.9,0.0,0.0
Miller Range 090526,2009.0,Found,1.7,0.0,0.0
Miller Range 090527,2009.0,Found,0.9,0.0,0.0
Miller Range 090528,2009.0,Found,2.3,0.0,0.0
Miller Range 090529,2009.0,Found,0.9,0.0,0.0
Miller Range 090530,2009.0,Found,3.1,0.0,0.0
Miller Range 090531,2009.0,Found,61.2,0.0,0.0
Miller Range 090532,2009.0,Found,6.9,0.0,0.0
Miller Range 090533,2009.0,Found,1.2,0.0,0.0
Miller Range 090534,2009.0,Found,0.9,0.0,0.0
Miller Range 090535,2009.0,Found,2.3,0.0,0.0
Miller Range 090536,2009.0,Found,6.3,0.0,0.0
Miller Range 090537,2009.0,Found,95.4,0.0,0.0
Miller Range 090538,2009.0,Found,2.2,0.0,0.0
Miller Range 090539,2009.0,Found,1.9,0.0,0.0
Miller Range 090540,2009.0,Found,0.3,0.0,0.0
Miller Range 090541,2009.0,Found,1.0,0.0,0.0
Miller Range 090542,2009.0,Found,0.6,0.0,0.0
Miller Range 090543,2009.0,Found,4.8,0.0,0.0
Miller Range 090544,2009.0,Found,3.0,0.0,0.0
Miller Range 090545,2009.0,Found,1.3,0.0,0.0
Miller Range 090546,2009.0,Found,1.7,0.0,0.0
Miller Range 090547,2009.0,Found,2.4,0.0,0.0
Miller Range 090548,2009.0,Found,6.3,0.0,0.0
Miller Range 090549,2009.0,Found,2.2,0.0,0.0
Miller Range 090550,2009.0,Found,13.5,0.0,0.0
Miller Range 090551,2009.0,Found,4.9,0.0,0.0
Miller Range 090552,2009.0,Found,5.2,0.0,0.0
Miller Range 090553,2009.0,Found,7.8,0.0,0.0
Miller Range 090554,2009.0,Found,0.5,0.0,0.0
Miller Range 090555,2009.0,Found,2.6,0.0,0.0
Miller Range 090556,2009.0,Found,1.3,0.0,0.0
Miller Range 090557,2009.0,Found,3.1,0.0,0.0
Miller Range 090558,2009.0,Found,0.3,0.0,0.0
Miller Range 090559,2009.0,Found,8.7,0.0,0.0
Miller Range 090560,2009.0,Found,117.8,0.0,0.0
Miller Range 090561,2009.0,Found,64.5,0.0,0.0
Miller Range 090562,2009.0,Found,134.4,0.0,0.0
Miller Range 090563,2009.0,Found,93.8,0.0,0.0
Miller Range 090564,2009.0,Found,257.7,0.0,0.0
Miller Range 090565,2009.0,Found,81.4,0.0,0.0
Miller Range 090566,2009.0,Found,86.2,0.0,0.0
Miller Range 090567,2009.0,Found,137.8,0.0,0.0
Miller Range 090568,2009.0,Found,58.8,0.0,0.0
Miller Range 090569,2009.0,Found,26.4,0.0,0.0
Miller Range 090570,2009.0,Found,4.6,0.0,0.0
Miller Range 090571,2009.0,Found,6.2,0.0,0.0
Miller Range 090572,2009.0,Found,2.9,0.0,0.0
Miller Range 090573,2009.0,Found,16.0,0.0,0.0
Miller Range 090574,2009.0,Found,2.9,0.0,0.0
Miller Range 090575,2009.0,Found,7.9,0.0,0.0
Miller Range 090576,2009.0,Found,3.6,0.0,0.0
Miller Range 090577,2009.0,Found,8.1,0.0,0.0
Miller Range 090578,2009.0,Found,8.3,0.0,0.0
Miller Range 090579,2009.0,Found,9.8,0.0,0.0
Miller Range 090580,2009.0,Found,147.2,0.0,0.0
Miller Range 090581,2009.0,Found,88.2,0.0,0.0
Miller Range 090582,2009.0,Found,83.8,0.0,0.0
Miller Range 090583,2009.0,Found,32.7,0.0,0.0
Miller Range 090584,2009.0,Found,65.5,0.0,0.0
Miller Range 090585,2009.0,Found,56.2,0.0,0.0
Miller Range 090586,2009.0,Found,8.1,0.0,0.0
Miller Range 090587,2009.0,Found,7.3,0.0,0.0
Miller Range 090588,2009.0,Found,6.6,0.0,0.0
Miller Range 090589,2009.0,Found,16.8,0.0,0.0
Miller Range 090590,2009.0,Found,4.7,0.0,0.0
Miller Range 090591,2009.0,Found,0.6,0.0,0.0
Miller Range 090592,2009.0,Found,6.7,0.0,0.0
Miller Range 090593,2009.0,Found,1.4,0.0,0.0
Miller Range 090594,2009.0,Found,2.2,0.0,0.0
Miller Range 090595,2009.0,Found,1.9,0.0,0.0
Miller Range 090596,2009.0,Found,2.1,0.0,0.0
Miller Range 090597,2009.0,Found,1.4,0.0,0.0
Miller Range 090598,2009.0,Found,0.4,0.0,0.0
Miller Range 090599,2009.0,Found,3.0,0.0,0.0
Miller Range 090600,2009.0,Found,12.5,0.0,0.0
Miller Range 090601,2009.0,Found,1.3,0.0,0.0
Miller Range 090602,2009.0,Found,12.6,0.0,0.0
Miller Range 090603,2009.0,Found,15.9,0.0,0.0
Miller Range 090604,2009.0,Found,7.1,0.0,0.0
Miller Range 090605,2009.0,Found,1.3,0.0,0.0
Miller Range 090606,2009.0,Found,5.7,0.0,0.0
Miller Range 090607,2009.0,Found,0.5,0.0,0.0
Miller Range 090608,2009.0,Found,3.3,0.0,0.0
Miller Range 090609,2009.0,Found,13.8,0.0,0.0
Miller Range 090610,2009.0,Found,71.6,0.0,0.0
Miller Range 090611,2009.0,Found,75.4,0.0,0.0
Miller Range 090612,2009.0,Found,41.7,0.0,0.0
Miller Range 090613,2009.0,Found,120.2,0.0,0.0
Miller Range 090614,2009.0,Found,91.2,0.0,0.0
Miller Range 090615,2009.0,Found,79.4,0.0,0.0
Miller Range 090616,2009.0,Found,118.4,0.0,0.0
Miller Range 090617,2009.0,Found,151.2,0.0,0.0
Miller Range 090618,2009.0,Found,89.0,0.0,0.0
Miller Range 090619,2009.0,Found,51.6,0.0,0.0
Miller Range 090620,2009.0,Found,93.4,0.0,0.0
Miller Range 090621,2009.0,Found,32.9,0.0,0.0
Miller Range 090622,2009.0,Found,152.4,0.0,0.0
Miller Range 090623,2009.0,Found,78.0,0.0,0.0
Miller Range 090624,2009.0,Found,35.0,0.0,0.0
Miller Range 090625,2009.0,Found,54.6,0.0,0.0
Miller Range 090626,2009.0,Found,119.0,0.0,0.0
Miller Range 090627,2009.0,Found,40.4,0.0,0.0
Miller Range 090628,2009.0,Found,53.7,0.0,0.0
Miller Range 090629,2009.0,Found,30.6,0.0,0.0
Miller Range 090630,2009.0,Found,11.1,0.0,0.0
Miller Range 090631,2009.0,Found,6.9,0.0,0.0
Miller Range 090632,2009.0,Found,0.5,0.0,0.0
Miller Range 090633,2009.0,Found,9.4,0.0,0.0
Miller Range 090634,2009.0,Found,19.4,0.0,0.0
Miller Range 090635,2009.0,Found,10.8,0.0,0.0
Miller Range 090636,2009.0,Found,26.5,0.0,0.0
Miller Range 090637,2009.0,Found,16.4,0.0,0.0
Miller Range 090638,2009.0,Found,24.5,0.0,0.0
Miller Range 090639,2009.0,Found,4.9,0.0,0.0
Miller Range 090640,2009.0,Found,1.3,0.0,0.0
Miller Range 090641,2009.0,Found,5.9,0.0,0.0
Miller Range 090642,2009.0,Found,38.2,0.0,0.0
Miller Range 090643,2009.0,Found,59.7,0.0,0.0
Miller Range 090644,2009.0,Found,2.3,0.0,0.0
Miller Range 090645,2009.0,Found,2.1,0.0,0.0
Miller Range 090646,2009.0,Found,11.4,0.0,0.0
Miller Range 090647,2009.0,Found,85.4,0.0,0.0
Miller Range 090648,2009.0,Found,32.7,0.0,0.0
Miller Range 090649,2009.0,Found,0.7,0.0,0.0
Miller Range 090650,2009.0,Found,92.9,0.0,0.0
Miller Range 090651,2009.0,Found,116.2,0.0,0.0
Miller Range 090652,2009.0,Found,14.1,0.0,0.0
Miller Range 090653,2009.0,Found,87.2,0.0,0.0
Miller Range 090654,2009.0,Found,82.3,0.0,0.0
Miller Range 090655,2009.0,Found,27.4,0.0,0.0
Miller Range 090656,2009.0,Found,19.3,0.0,0.0
Miller Range 090657,2009.0,Found,133.1,0.0,0.0
Miller Range 090658,2009.0,Found,12.8,0.0,0.0
Miller Range 090659,2009.0,Found,17.4,0.0,0.0
Miller Range 090660,2009.0,Found,6.5,0.0,0.0
Miller Range 090661,2009.0,Found,3.7,0.0,0.0
Miller Range 090662,2009.0,Found,7.0,0.0,0.0
Miller Range 090663,2009.0,Found,31.6,0.0,0.0
Miller Range 090664,2009.0,Found,5.2,0.0,0.0
Miller Range 090665,2009.0,Found,7.2,0.0,0.0
Miller Range 090666,2009.0,Found,5.5,0.0,0.0
Miller Range 090667,2009.0,Found,1.4,0.0,0.0
Miller Range 090668,2009.0,Found,5.2,0.0,0.0
Miller Range 090669,2009.0,Found,2.0,0.0,0.0
Miller Range 090670,2009.0,Found,9.2,0.0,0.0
Miller Range 090671,2009.0,Found,3.1,0.0,0.0
Miller Range 090673,2009.0,Found,1.0,0.0,0.0
Miller Range 090674,2009.0,Found,6.6,0.0,0.0
Miller Range 090675,2009.0,Found,13.9,0.0,0.0
Miller Range 090676,2009.0,Found,5.1,0.0,0.0
Miller Range 090677,2009.0,Found,3.9,0.0,0.0
Miller Range 090678,2009.0,Found,8.7,0.0,0.0
Miller Range 090679,2009.0,Found,9.8,0.0,0.0
Miller Range 090680,2009.0,Found,20.4,0.0,0.0
Miller Range 090681,2009.0,Found,19.6,0.0,0.0
Miller Range 090682,2009.0,Found,2.6,0.0,0.0
Miller Range 090683,2009.0,Found,3.2,0.0,0.0
Miller Range 090684,2009.0,Found,1.4,0.0,0.0
Miller Range 090685,2009.0,Found,2.3,0.0,0.0
Miller Range 090686,2009.0,Found,1.3,0.0,0.0
Miller Range 090687,2009.0,Found,0.8,0.0,0.0
Miller Range 090688,2009.0,Found,16.9,0.0,0.0
Miller Range 090689,2009.0,Found,4.9,0.0,0.0
Miller Range 090690,2009.0,Found,100.5,0.0,0.0
Miller Range 090691,2009.0,Found,73.9,0.0,0.0
Miller Range 090692,2009.0,Found,179.9,0.0,0.0
Miller Range 090693,2009.0,Found,52.8,0.0,0.0
Miller Range 090694,2009.0,Found,25.2,0.0,0.0
Miller Range 090695,2009.0,Found,24.4,0.0,0.0
Miller Range 090696,2009.0,Found,14.2,0.0,0.0
Miller Range 090697,2009.0,Found,28.9,0.0,0.0
Miller Range 090698,2009.0,Found,8.9,0.0,0.0
Miller Range 090699,2009.0,Found,9.1,0.0,0.0
Miller Range 090700,2009.0,Found,2.0,0.0,0.0
Miller Range 090701,2009.0,Found,12.1,0.0,0.0
Miller Range 090702,2009.0,Found,5.2,0.0,0.0
Miller Range 090703,2009.0,Found,21.8,0.0,0.0
Miller Range 090704,2009.0,Found,11.7,0.0,0.0
Miller Range 090705,2009.0,Found,4.9,0.0,0.0
Miller Range 090706,2009.0,Found,10.0,0.0,0.0
Miller Range 090707,2009.0,Found,13.5,0.0,0.0
Miller Range 090708,2009.0,Found,2.6,0.0,0.0
Miller Range 090709,2009.0,Found,2.8,0.0,0.0
Miller Range 090710,2009.0,Found,0.7,0.0,0.0
Miller Range 090711,2009.0,Found,1.5,0.0,0.0
Miller Range 090712,2009.0,Found,1.1,0.0,0.0
Miller Range 090713,2009.0,Found,1.3,0.0,0.0
Miller Range 090714,2009.0,Found,1.9,0.0,0.0
Miller Range 090715,2009.0,Found,0.5,0.0,0.0
Miller Range 090716,2009.0,Found,0.8,0.0,0.0
Miller Range 090717,2009.0,Found,2.5,0.0,0.0
Miller Range 090718,2009.0,Found,1.3,0.0,0.0
Miller Range 090719,2009.0,Found,2.4,0.0,0.0
Miller Range 090720,2009.0,Found,0.7,0.0,0.0
Miller Range 090721,2009.0,Found,0.8,0.0,0.0
Miller Range 090722,2009.0,Found,1.3,0.0,0.0
Miller Range 090723,2009.0,Found,0.6,0.0,0.0
Miller Range 090724,2009.0,Found,0.6,0.0,0.0
Miller Range 090725,2009.0,Found,2.5,0.0,0.0
Miller Range 090726,2009.0,Found,1.8,0.0,0.0
Miller Range 090727,2009.0,Found,0.6,0.0,0.0
Miller Range 090728,2009.0,Found,0.4,0.0,0.0
Miller Range 090729,2009.0,Found,0.6,0.0,0.0
Miller Range 090730,2009.0,Found,1.9,0.0,0.0
Miller Range 090731,2009.0,Found,10.9,0.0,0.0
Miller Range 090732,2009.0,Found,7.1,0.0,0.0
Miller Range 090733,2009.0,Found,8.3,0.0,0.0
Miller Range 090734,2009.0,Found,3.7,0.0,0.0
Miller Range 090735,2009.0,Found,3.7,0.0,0.0
Miller Range 090736,2009.0,Found,2.3,0.0,0.0
Miller Range 090737,2009.0,Found,2.9,0.0,0.0
Miller Range 090738,2009.0,Found,1.7,0.0,0.0
Miller Range 090739,2009.0,Found,2.6,0.0,0.0
Miller Range 090740,2009.0,Found,123.0,0.0,0.0
Miller Range 090741,2009.0,Found,129.8,0.0,0.0
Miller Range 090742,2009.0,Found,114.3,0.0,0.0
Miller Range 090743,2009.0,Found,133.9,0.0,0.0
Miller Range 090744,2009.0,Found,47.6,0.0,0.0
Miller Range 090745,2009.0,Found,36.4,0.0,0.0
Miller Range 090746,2009.0,Found,97.5,0.0,0.0
Miller Range 090747,2009.0,Found,67.4,0.0,0.0
Miller Range 090748,2009.0,Found,115.2,0.0,0.0
Miller Range 090749,2009.0,Found,57.1,0.0,0.0
Miller Range 090750,2009.0,Found,6.1,0.0,0.0
Miller Range 090751,2009.0,Found,3.7,0.0,0.0
Miller Range 090752,2009.0,Found,8.3,0.0,0.0
Miller Range 090753,2009.0,Found,6.7,0.0,0.0
Miller Range 090754,2009.0,Found,3.5,0.0,0.0
Miller Range 090755,2009.0,Found,2.0,0.0,0.0
Miller Range 090756,2009.0,Found,2.5,0.0,0.0
Miller Range 090757,2009.0,Found,5.3,0.0,0.0
Miller Range 090758,2009.0,Found,24.9,0.0,0.0
Miller Range 090759,2009.0,Found,16.9,0.0,0.0
Miller Range 090760,2009.0,Found,70.9,0.0,0.0
Miller Range 090761,2009.0,Found,149.6,0.0,0.0
Miller Range 090762,2009.0,Found,112.7,0.0,0.0
Miller Range 090763,2009.0,Found,65.7,0.0,0.0
Miller Range 090764,2009.0,Found,68.9,0.0,0.0
Miller Range 090765,2009.0,Found,86.0,0.0,0.0
Miller Range 090766,2009.0,Found,69.8,0.0,0.0
Miller Range 090767,2009.0,Found,39.0,0.0,0.0
Miller Range 090768,2009.0,Found,28.3,0.0,0.0
Miller Range 090769,2009.0,Found,15.9,0.0,0.0
Miller Range 090770,2009.0,Found,2.2,0.0,0.0
Miller Range 090771,2009.0,Found,6.4,0.0,0.0
Miller Range 090772,2009.0,Found,6.1,0.0,0.0
Miller Range 090773,2009.0,Found,10.2,0.0,0.0
Miller Range 090774,2009.0,Found,5.3,0.0,0.0
Miller Range 090775,2009.0,Found,8.6,0.0,0.0
Miller Range 090776,2009.0,Found,2.3,0.0,0.0
Miller Range 090778,2009.0,Found,35.1,0.0,0.0
Miller Range 090779,2009.0,Found,2.5,0.0,0.0
Miller Range 090780,2009.0,Found,145.1,0.0,0.0
Miller Range 090781,2009.0,Found,60.3,0.0,0.0
Miller Range 090782,2009.0,Found,38.3,0.0,0.0
Miller Range 090783,2009.0,Found,68.5,0.0,0.0
Miller Range 090784,2009.0,Found,41.3,0.0,0.0
Miller Range 090785,2009.0,Found,90.3,0.0,0.0
Miller Range 090786,2009.0,Found,110.3,0.0,0.0
Miller Range 090787,2009.0,Found,53.8,0.0,0.0
Miller Range 090788,2009.0,Found,51.0,0.0,0.0
Miller Range 090789,2009.0,Found,51.3,0.0,0.0
Miller Range 090790,2009.0,Found,34.1,0.0,0.0
Miller Range 090791,2009.0,Found,19.4,0.0,0.0
Miller Range 090792,2009.0,Found,17.1,0.0,0.0
Miller Range 090793,2009.0,Found,20.3,0.0,0.0
Miller Range 090794,2009.0,Found,24.7,0.0,0.0
Miller Range 090795,2009.0,Found,24.0,0.0,0.0
Miller Range 090796,2009.0,Found,21.3,0.0,0.0
Miller Range 090797,2009.0,Found,43.1,0.0,0.0
Miller Range 090798,2009.0,Found,23.4,0.0,0.0
Miller Range 090799,2009.0,Found,28.8,0.0,0.0
Miller Range 090800,2009.0,Found,5.1,0.0,0.0
Miller Range 090801,2009.0,Found,4.5,0.0,0.0
Miller Range 090802,2009.0,Found,10.9,0.0,0.0
Miller Range 090803,2009.0,Found,14.6,0.0,0.0
Miller Range 090804,2009.0,Found,17.8,0.0,0.0
Miller Range 090805,2009.0,Found,4.9,0.0,0.0
Miller Range 090806,2009.0,Found,3.8,0.0,0.0
Miller Range 090807,2009.0,Found,9.1,0.0,0.0
Miller Range 090808,2009.0,Found,4.1,0.0,0.0
Miller Range 090809,2009.0,Found,4.7,0.0,0.0
Miller Range 090810,2009.0,Found,3.2,0.0,0.0
Miller Range 090811,2009.0,Found,2.4,0.0,0.0
Miller Range 090812,2009.0,Found,0.9,0.0,0.0
Miller Range 090813,2009.0,Found,5.0,0.0,0.0
Miller Range 090814,2009.0,Found,2.4,0.0,0.0
Miller Range 090815,2009.0,Found,1.7,0.0,0.0
Miller Range 090816,2009.0,Found,3.6,0.0,0.0
Miller Range 090817,2009.0,Found,2.7,0.0,0.0
Miller Range 090818,2009.0,Found,1.4,0.0,0.0
Miller Range 090819,2009.0,Found,1.0,0.0,0.0
Miller Range 090820,2009.0,Found,1.5,0.0,0.0
Miller Range 090821,2009.0,Found,1.3,0.0,0.0
Miller Range 090822,2009.0,Found,1.8,0.0,0.0
Miller Range 090823,2009.0,Found,0.9,0.0,0.0
Miller Range 090824,2009.0,Found,0.6,0.0,0.0
Miller Range 090825,2009.0,Found,2.0,0.0,0.0
Miller Range 090826,2009.0,Found,4.3,0.0,0.0
Miller Range 090827,2009.0,Found,1.9,0.0,0.0
Miller Range 090828,2009.0,Found,3.7,0.0,0.0
Miller Range 090829,2009.0,Found,1.9,0.0,0.0
Miller Range 090830,2009.0,Found,33.1,0.0,0.0
Miller Range 090831,2009.0,Found,14.0,0.0,0.0
Miller Range 090832,2009.0,Found,9.0,0.0,0.0
Miller Range 090833,2009.0,Found,48.0,0.0,0.0
Miller Range 090834,2009.0,Found,54.0,0.0,0.0
Miller Range 090835,2009.0,Found,12.8,0.0,0.0
Miller Range 090836,2009.0,Found,13.1,0.0,0.0
Miller Range 090837,2009.0,Found,7.4,0.0,0.0
Miller Range 090839,2009.0,Found,1.3,0.0,0.0
Miller Range 090840,2009.0,Found,0.7,0.0,0.0
Miller Range 090841,2009.0,Found,1.9,0.0,0.0
Miller Range 090842,2009.0,Found,6.4,0.0,0.0
Miller Range 090843,2009.0,Found,4.5,0.0,0.0
Miller Range 090844,2009.0,Found,2.4,0.0,0.0
